category,price,original_price,rating,rating_count,scraped_date,size,color,material,discount_percentage,availability,is_bestseller,return_policy,delivery_time,trending,customer_reviews,cleaned_category
Women Tops,1362,4632,4.9,0,2025-08-16,L,Khaki,Bamboo,70.6,Back in Stock,True,45 days,8 days,True,0,women top
Men Shirts,282,386,4.5,3765,2025-08-16,XL,Cream,Tencel,26.96,Few Left,True,30 days,4 days,True,744,men shirt
Women Skirts,1830,7109,4.5,4031,2025-08-16,XL,Yellow,Cotton,74.26,Coming Soon,True,15 days,4 days,True,738,women skirt
Women Dresses,1153,3029,4.4,6169,2025-08-16,XL,Teal,Wool,61.94,Few Left,True,15 days,5 days,True,324,women dress
Women Skirts,595,966,4.2,936,2025-08-16,M,Turquoise,Cotton,38.46,Few Left,True,10 days,6 days,True,96,women skirt
Men Hoodies,1130,5466,4.8,2906,2025-08-16,XL,Teal,Silk,79.33,Limited Stock,True,45 days,1 days,True,330,men hoodi
Women Jeans,1670,2119,4.0,0,2025-08-16,L,Purple,Tencel,21.22,Only 1 Left,True,45 days,2 days,True,0,women jean
Men Hoodies,1337,2880,3.7,5585,2025-08-16,L,Orange,Viscose,53.59,Pre-Order,True,45 days,6 days,True,828,men hoodi
Women Jeans,1013,1206,3.7,5974,2025-08-16,XS,Blue,Polyester,16.07,2-3 pieces left,True,15 days,7 days,True,967,women jean
Men Hoodies,974,1097,4.4,4763,2025-08-16,XS,Sage,Cashmere,11.28,Coming Soon,False,10 days,2 days,True,580,men hoodi
Men Tshirts,764,1749,4.1,2361,2025-08-16,L,Cream,Modal,56.32,Few Left,True,15 days,5 days,True,422,men tshirt
Women Tops,1640,7656,3.9,6316,2025-08-16,3XL,Mustard,Rayon,78.58,In Stock,True,10 days,2 days,True,911,women top
Women Skirts,930,3915,4.1,1524,2025-08-16,S,Teal,Hemp,76.25,In Stock,True,10 days,5 days,True,133,women skirt
Women Skirts,439,1423,3.6,6253,2025-08-16,XS,Beige,Viscose,69.17,2-3 pieces left,True,30 days,1 days,True,578,women skirt
Men Jeans,1255,1989,4.6,6113,2025-08-16,XL,Teal,Cotton,36.93,2-3 pieces left,True,30 days,4 days,True,941,men jean
Men Shirts,888,1392,4.1,3047,2025-08-16,L,Yellow,Polyester,36.22,Few Left,True,45 days,1 days,True,300,men shirt
Women Hoodies,1540,1986,3.9,3904,2025-08-16,L,Grey,Denim,22.49,In Stock,False,45 days,1 days,True,423,women hoodi
Women Hoodies,1205,3047,4.3,0,2025-08-16,M,Coral,Polyester,60.46,Pre-Order,True,45 days,3 days,True,0,women hoodi
Men Tshirts,1199,3168,4.6,5054,2025-08-16,M,Lavender,Spandex,62.16,Pre-Order,False,30 days,2 days,True,900,men tshirt
Women Skirts,529,629,4.5,1803,2025-08-16,XL,Teal,Wool,15.9,2-3 pieces left,True,15 days,4 days,True,289,women skirt
Men Shorts,640,1454,4.2,2573,2025-08-16,3XL,Brown,Viscose,56.01,Only 1 Left,True,30 days,2 days,False,499,men short
Women Dresses,1326,1679,5.0,3262,2025-08-16,XS,Green,Modal,21.07,2-3 pieces left,True,10 days,5 days,True,433,women dress
Women Hoodies,1585,2414,3.5,3868,2025-08-16,3XL,Mint,Bamboo,34.36,Limited Stock,True,10 days,3 days,False,635,women hoodi
Women Tops,1794,1979,3.9,4118,2025-08-16,XXL,Purple,Linen,9.35,2-3 pieces left,True,10 days,7 days,True,394,women top
Men Shirts,500,1531,3.8,5658,2025-08-16,XXL,Khaki,Silk,67.36,Pre-Order,True,10 days,1 days,True,327,men shirt
Women Hoodies,1381,5014,4.3,4069,2025-08-16,S,Purple,Denim,72.46,2-3 pieces left,True,45 days,1 days,True,594,women hoodi
Men Hoodies,1124,1421,3.9,1547,2025-08-16,XXL,Burgundy,Cashmere,20.92,Back in Stock,True,30 days,1 days,True,190,men hoodi
Men Shorts,904,1198,3.2,5173,2025-08-16,XL,Mint,Jersey,24.55,Coming Soon,True,45 days,3 days,True,948,men short
Women Jeans,1314,1760,4.2,1307,2025-08-16,XXL,Purple,Silk,25.35,2-3 pieces left,True,45 days,2 days,True,69,women jean
Women Skirts,2289,2427,3.2,0,2025-08-16,XL,Burgundy,Denim,5.71,Limited Stock,True,30 days,6 days,True,0,women skirt
Men Shorts,308,356,3.9,2510,2025-08-16,L,Cream,Rayon,13.68,In Stock,True,45 days,3 days,True,293,men short
Women Jeans,1908,6241,4.4,4355,2025-08-16,M,White,Modal,69.43,Only 1 Left,True,15 days,6 days,True,528,women jean
Men Shorts,1417,2396,3.7,4617,2025-08-16,S,Olive,Hemp,40.86,Few Left,True,30 days,4 days,True,831,men short
Men Shirts,927,1043,4.3,0,2025-08-16,L,Charcoal,Denim,11.18,Coming Soon,True,30 days,7 days,True,0,men shirt
Women Jeans,1492,2823,3.7,3718,2025-08-16,XS,Mint,Cashmere,47.16,Back in Stock,True,15 days,7 days,True,259,women jean
Men Shorts,412,597,4.2,3940,2025-08-16,XL,Mustard,Tencel,31.01,Coming Soon,True,10 days,2 days,True,225,men short
Men Hoodies,668,1719,3.4,1942,2025-08-16,S,Orange,Modal,61.15,Limited Stock,True,10 days,3 days,True,289,men hoodi
Women Dresses,1690,2643,3.0,6477,2025-08-16,XXL,White,Modal,36.06,Pre-Order,True,15 days,3 days,True,872,women dress
Women Skirts,1300,1405,4.8,3804,2025-08-16,XS,Mustard,Cotton Blend,7.5,Few Left,True,30 days,6 days,True,624,women skirt
Men Shirts,1181,1316,4.6,7610,2025-08-16,S,Peach,Fleece,10.26,Pre-Order,True,15 days,6 days,True,1211,men shirt
Men Jeans,893,1800,3.9,5120,2025-08-16,XL,Maroon,Viscose,50.4,Back in Stock,True,15 days,2 days,True,399,men jean
Women Hoodies,831,1197,3.6,5396,2025-08-16,XS,Peach,Modal,30.6,Only 1 Left,True,15 days,1 days,True,378,women hoodi
Women Tops,426,659,3.3,7209,2025-08-16,XXL,Purple,Linen,35.4,Coming Soon,True,10 days,4 days,True,438,women top
Men Hoodies,1210,1918,4.5,3050,2025-08-16,L,Brown,Lycra,36.92,Coming Soon,True,30 days,8 days,True,305,men hoodi
Women Skirts,800,1625,4.1,0,2025-08-16,S,Orange,Viscose,50.79,Coming Soon,True,15 days,4 days,True,0,women skirt
Women Dresses,1519,1772,4.0,0,2025-08-16,XXL,Pink,Viscose,14.28,Pre-Order,True,15 days,2 days,False,0,women dress
Men Jeans,1090,2391,4.5,5843,2025-08-16,XXL,Teal,Wool,54.43,Coming Soon,True,30 days,5 days,True,638,men jean
Women Tops,1455,3725,3.4,3720,2025-08-16,M,Teal,Rayon,60.95,Pre-Order,True,45 days,7 days,True,419,women top
Women Hoodies,1610,1774,4.6,3173,2025-08-16,S,Charcoal,Hemp,9.27,Coming Soon,True,30 days,6 days,True,577,women hoodi
Men Shirts,1225,1372,3.3,4062,2025-08-16,3XL,Grey,Spandex,10.72,Pre-Order,True,45 days,2 days,True,765,men shirt
Men Shorts,1027,4578,3.7,5592,2025-08-16,S,Teal,Viscose,77.57,In Stock,True,15 days,1 days,True,851,men short
Women Tops,1178,1254,4.3,2340,2025-08-16,M,Turquoise,Hemp,6.13,2-3 pieces left,True,30 days,2 days,True,182,women top
Women Skirts,1170,4106,3.5,5927,2025-08-16,XS,Peach,Spandex,71.51,2-3 pieces left,True,15 days,1 days,True,639,women skirt
Men Shorts,842,3373,4.4,2570,2025-08-16,XL,Charcoal,Hemp,75.04,Back in Stock,True,45 days,1 days,True,424,men short
Men Hoodies,772,1063,4.5,6648,2025-08-16,M,Olive,Tencel,27.4,Coming Soon,True,10 days,8 days,True,733,men hoodi
Women Hoodies,1142,1520,4.8,3517,2025-08-16,M,Teal,Bamboo,24.9,Back in Stock,True,45 days,3 days,True,687,women hoodi
Men Hoodies,1483,2502,4.2,5149,2025-08-16,XXL,Coral,Cotton Blend,40.75,In Stock,True,45 days,4 days,True,675,men hoodi
Men Shirts,726,877,4.2,0,2025-08-16,M,Green,Viscose,17.29,Pre-Order,True,15 days,5 days,False,0,men shirt
Women Hoodies,900,1535,3.4,2390,2025-08-16,L,Charcoal,Fleece,41.38,Only 1 Left,True,15 days,6 days,True,221,women hoodi
Women Hoodies,1713,6606,3.9,8307,2025-08-16,XXL,Mustard,Wool,74.07,Limited Stock,True,10 days,7 days,True,715,women hoodi
Women Dresses,479,1113,3.9,5850,2025-08-16,XXL,Rose Gold,Fleece,56.99,In Stock,True,10 days,8 days,True,342,women dress
Men Tshirts,1465,2841,4.0,4777,2025-08-16,S,Turquoise,Denim,48.45,2-3 pieces left,True,45 days,4 days,True,588,men tshirt
Men Hoodies,100,203,4.8,3526,2025-08-16,XL,Khaki,Jersey,50.89,2-3 pieces left,True,30 days,4 days,True,655,men hoodi
Women Hoodies,1199,1924,3.6,7119,2025-08-16,L,Lavender,Silk,37.7,Few Left,True,30 days,4 days,True,811,women hoodi
Men Tshirts,981,3968,3.6,4684,2025-08-16,3XL,Khaki,Bamboo,75.28,2-3 pieces left,True,45 days,6 days,True,484,men tshirt
Men Shorts,1743,3484,3.9,4350,2025-08-16,XS,Navy,Tencel,49.98,2-3 pieces left,True,15 days,4 days,True,246,men short
Women Jeans,642,1209,4.1,1750,2025-08-16,S,Teal,Cashmere,46.9,2-3 pieces left,True,15 days,7 days,True,108,women jean
Men Shorts,1112,1496,4.5,1552,2025-08-16,XL,Blue,Hemp,25.69,Few Left,True,30 days,3 days,True,123,men short
Men Jeans,289,525,3.3,2158,2025-08-16,XS,Lavender,Rayon,45.0,Few Left,True,15 days,4 days,True,410,men jean
Men Hoodies,337,371,3.5,6486,2025-08-16,M,Maroon,Spandex,9.21,Limited Stock,False,10 days,3 days,True,494,men hoodi
Women Skirts,872,3747,3.5,2495,2025-08-16,L,Rose Gold,Linen,76.73,Only 1 Left,True,45 days,7 days,True,340,women skirt
Women Skirts,641,744,3.5,0,2025-08-16,S,Khaki,Silk,13.9,Back in Stock,True,45 days,8 days,True,0,women skirt
Women Hoodies,1107,1617,4.0,0,2025-08-16,M,Rose Gold,Polyester,31.57,Coming Soon,True,15 days,5 days,True,0,women hoodi
Women Skirts,509,618,4.7,4821,2025-08-16,3XL,Orange,Hemp,17.74,Coming Soon,True,10 days,8 days,True,709,women skirt
Men Hoodies,402,1093,3.8,2387,2025-08-16,S,Green,Denim,63.23,2-3 pieces left,True,10 days,1 days,True,210,men hoodi
Women Dresses,972,4814,4.3,2175,2025-08-16,XS,Brown,Spandex,79.81,Limited Stock,True,30 days,2 days,True,206,women dress
Men Shorts,1313,3259,3.5,1650,2025-08-16,M,Charcoal,Cotton Blend,59.72,Limited Stock,True,10 days,7 days,True,257,men short
Women Dresses,1393,1619,4.0,3647,2025-08-16,M,Green,Wool,13.99,Only 1 Left,False,45 days,3 days,True,189,women dress
Men Tshirts,654,1580,4.1,1498,2025-08-16,XXL,Burgundy,Denim,58.62,Back in Stock,True,30 days,3 days,True,103,men tshirt
Men Tshirts,859,2209,4.3,4658,2025-08-16,L,Green,Hemp,61.12,Coming Soon,True,15 days,5 days,True,747,men tshirt
Men Hoodies,1880,2244,4.8,4266,2025-08-16,XXL,Maroon,Lycra,16.24,Pre-Order,True,30 days,7 days,True,277,men hoodi
Women Tops,1005,3560,4.5,9957,2025-08-16,M,Lavender,Bamboo,71.77,Pre-Order,True,30 days,7 days,True,665,women top
Men Jeans,996,2342,4.1,4747,2025-08-16,XL,Burgundy,Denim,57.49,Back in Stock,True,30 days,1 days,True,394,men jean
Men Jeans,1077,2967,4.3,1052,2025-08-16,3XL,Purple,Cashmere,63.71,Few Left,True,30 days,5 days,True,157,men jean
Men Shorts,1321,1457,4.2,0,2025-08-16,S,Yellow,Polyester,9.38,Back in Stock,True,45 days,7 days,True,0,men short
Men Shorts,1103,1696,3.8,2256,2025-08-16,3XL,Teal,Rayon,34.99,Coming Soon,True,45 days,2 days,True,358,men short
Women Tops,1057,2203,4.0,7199,2025-08-16,XS,Mint,Jersey,52.02,Only 1 Left,True,30 days,8 days,True,876,women top
Men Shorts,1152,1264,3.2,6910,2025-08-16,3XL,Burgundy,Cashmere,8.88,In Stock,True,10 days,8 days,False,724,men short
Women Skirts,1364,1544,4.8,3404,2025-08-16,XS,Navy,Cotton,11.69,Pre-Order,True,10 days,5 days,True,435,women skirt
Women Jeans,1404,1801,3.4,4704,2025-08-16,3XL,Mustard,Hemp,22.07,Few Left,True,45 days,1 days,True,895,women jean
Women Skirts,655,2738,4.1,1837,2025-08-16,XL,Mustard,Spandex,76.08,Coming Soon,True,10 days,7 days,True,237,women skirt
Women Tops,985,1345,4.4,1082,2025-08-16,S,Orange,Lycra,26.77,Back in Stock,True,30 days,6 days,True,117,women top
Women Jeans,2275,2441,3.8,1229,2025-08-16,XS,Navy,Linen,6.83,Limited Stock,False,10 days,1 days,True,121,women jean
Men Shirts,898,2240,4.4,2478,2025-08-16,XXL,Khaki,Cotton,59.92,Limited Stock,True,10 days,8 days,True,470,men shirt
Men Jeans,1063,2996,3.7,1382,2025-08-16,XXL,Yellow,Modal,64.52,Few Left,True,15 days,6 days,True,237,men jean
Men Shirts,1028,1106,4.1,8761,2025-08-16,XL,Teal,Modal,7.08,Limited Stock,True,30 days,3 days,True,1374,men shirt
Men Jeans,856,2867,3.7,5554,2025-08-16,XL,Green,Spandex,70.15,2-3 pieces left,True,15 days,8 days,True,582,men jean
Men Jeans,2152,6820,4.5,1627,2025-08-16,M,Rose Gold,Polyester,68.45,2-3 pieces left,True,30 days,7 days,True,275,men jean
Men Hoodies,530,693,3.9,6416,2025-08-16,XS,Grey,Silk,23.59,Limited Stock,True,15 days,3 days,True,1110,men hoodi
Women Dresses,100,341,4.0,3202,2025-08-16,XS,Black,Viscose,70.73,Limited Stock,True,10 days,6 days,True,565,women dress
Men Shorts,1286,1987,4.1,5800,2025-08-16,XS,Coral,Bamboo,35.29,Limited Stock,True,30 days,1 days,True,522,men short
Women Dresses,1229,1393,4.0,4341,2025-08-16,XS,Orange,Hemp,11.79,In Stock,True,15 days,4 days,True,218,women dress
Men Tshirts,1658,2839,4.0,8049,2025-08-16,M,Khaki,Fleece,41.6,Coming Soon,True,30 days,3 days,True,1500,men tshirt
Women Tops,742,958,3.6,6342,2025-08-16,S,Yellow,Fleece,22.62,In Stock,True,10 days,5 days,True,687,women top
Women Dresses,569,1457,3.5,1675,2025-08-16,M,Rose Gold,Tencel,60.95,Limited Stock,True,45 days,4 days,True,190,women dress
Men Shirts,695,1806,4.1,960,2025-08-16,L,Beige,Polyester,61.53,Back in Stock,True,15 days,5 days,True,180,men shirt
Men Tshirts,852,986,4.5,1815,2025-08-16,XXL,Red,Cotton,13.67,In Stock,True,45 days,3 days,True,229,men tshirt
Men Shorts,1031,1663,4.3,5913,2025-08-16,L,Maroon,Wool,38.03,Back in Stock,True,30 days,8 days,True,926,men short
Men Shorts,1055,1121,4.3,3893,2025-08-16,XXL,Black,Silk,5.93,Coming Soon,True,45 days,7 days,True,677,men short
Men Tshirts,1657,3007,4.4,2996,2025-08-16,XXL,Peach,Viscose,44.9,Few Left,True,30 days,6 days,True,469,men tshirt
Women Skirts,890,1672,3.6,117,2025-08-16,XS,Maroon,Viscose,46.78,Coming Soon,True,15 days,6 days,True,17,women skirt
Women Dresses,807,993,3.5,2615,2025-08-16,XXL,Beige,Viscose,18.75,2-3 pieces left,True,15 days,5 days,True,398,women dress
Men Shirts,1515,1696,3.4,6044,2025-08-16,XXL,Charcoal,Linen,10.7,Back in Stock,False,30 days,5 days,False,447,men shirt
Men Jeans,1475,3880,4.0,6217,2025-08-16,XS,Khaki,Modal,61.99,Coming Soon,True,30 days,2 days,True,618,men jean
Men Shirts,1211,3272,3.7,4602,2025-08-16,3XL,Peach,Spandex,63.0,Pre-Order,True,30 days,1 days,True,563,men shirt
Women Jeans,1089,1698,4.7,4265,2025-08-16,XXL,White,Lycra,35.88,Limited Stock,False,30 days,7 days,True,549,women jean
Women Tops,1494,6002,4.1,9589,2025-08-16,S,Maroon,Wool,75.11,Back in Stock,True,15 days,5 days,True,485,women top
Women Jeans,1217,4989,4.1,1292,2025-08-16,XS,Black,Rayon,75.61,2-3 pieces left,True,45 days,7 days,True,69,women jean
Men Shirts,1635,3208,4.8,3941,2025-08-16,XXL,Coral,Rayon,49.04,Coming Soon,True,15 days,7 days,True,561,men shirt
Men Shirts,387,607,5.0,5988,2025-08-16,XS,Sage,Lycra,36.32,Coming Soon,True,10 days,1 days,True,468,men shirt
Women Dresses,747,3437,4.5,5404,2025-08-16,XXL,Blue,Tencel,78.27,2-3 pieces left,True,45 days,6 days,True,930,women dress
Men Shirts,1628,3093,4.2,7869,2025-08-16,XS,Turquoise,Wool,47.38,In Stock,False,30 days,3 days,True,1165,men shirt
Women Skirts,1181,1289,3.8,2530,2025-08-16,M,Black,Silk,8.39,Limited Stock,True,10 days,3 days,True,185,women skirt
Men Hoodies,1149,1286,4.4,2108,2025-08-16,XL,Khaki,Bamboo,10.68,Limited Stock,True,15 days,5 days,True,378,men hoodi
Women Tops,704,977,4.4,1779,2025-08-16,L,Navy,Rayon,27.98,Coming Soon,False,30 days,4 days,True,317,women top
Women Jeans,1245,3117,4.5,4447,2025-08-16,XL,Pink,Cotton,60.07,Few Left,True,10 days,5 days,True,450,women jean
Men Shirts,937,1560,3.8,1127,2025-08-16,XS,Purple,Jersey,39.94,Back in Stock,True,30 days,6 days,False,200,men shirt
Women Hoodies,1879,2181,3.9,348,2025-08-16,3XL,Purple,Rayon,13.85,Back in Stock,True,30 days,4 days,True,26,women hoodi
Women Hoodies,267,584,3.7,7045,2025-08-16,L,Pink,Rayon,54.33,In Stock,True,45 days,6 days,True,1084,women hoodi
Men Tshirts,960,1731,3.8,5686,2025-08-16,XXL,Black,Linen,44.55,In Stock,True,10 days,5 days,True,562,men tshirt
Men Shorts,612,1230,4.1,8072,2025-08-16,L,Beige,Fleece,50.26,In Stock,True,45 days,2 days,True,967,men short
Men Tshirts,1085,2424,3.6,5958,2025-08-16,3XL,Sage,Rayon,55.24,In Stock,True,15 days,7 days,True,420,men tshirt
Women Skirts,1125,1507,3.7,1117,2025-08-16,XS,Navy,Bamboo,25.39,Coming Soon,True,45 days,7 days,True,182,women skirt
Women Skirts,831,1277,3.8,4857,2025-08-16,S,Mustard,Jersey,34.95,Few Left,True,15 days,1 days,True,496,women skirt
Women Jeans,1897,7705,4.6,3913,2025-08-16,XL,Yellow,Denim,75.38,Back in Stock,True,15 days,8 days,True,267,women jean
Women Jeans,440,604,3.1,7620,2025-08-16,XXL,Navy,Hemp,27.22,Few Left,True,30 days,8 days,True,870,women jean
Men Hoodies,977,1336,4.2,3721,2025-08-16,S,Rose Gold,Cotton Blend,26.92,In Stock,True,30 days,3 days,True,420,men hoodi
Women Hoodies,978,2470,3.7,3115,2025-08-16,XL,Lavender,Tencel,60.42,Coming Soon,False,30 days,4 days,True,611,women hoodi
Men Shorts,1043,4044,4.4,0,2025-08-16,XXL,Charcoal,Cotton,74.21,Back in Stock,True,15 days,2 days,True,0,men short
Men Shirts,1083,2340,3.9,2708,2025-08-16,XXL,Mint,Cotton,53.73,Pre-Order,True,10 days,7 days,True,364,men shirt
Men Hoodies,901,975,4.7,8538,2025-08-16,XS,Turquoise,Wool,7.67,Coming Soon,True,45 days,4 days,True,500,men hoodi
Women Skirts,985,1660,3.3,1210,2025-08-16,XS,Beige,Cotton,40.68,Back in Stock,True,45 days,4 days,True,201,women skirt
Women Hoodies,1256,6159,3.4,4963,2025-08-16,S,Mustard,Hemp,79.61,Coming Soon,True,15 days,1 days,True,732,women hoodi
Women Dresses,1477,2005,3.7,3587,2025-08-16,XXL,Brown,Lycra,26.36,Only 1 Left,True,45 days,8 days,True,540,women dress
Men Shirts,1090,2330,3.7,3379,2025-08-16,3XL,Rose Gold,Fleece,53.22,Limited Stock,True,45 days,2 days,True,656,men shirt
Women Hoodies,947,1143,3.2,5581,2025-08-16,XXL,Mint,Tencel,17.21,Back in Stock,True,15 days,7 days,True,889,women hoodi
Men Tshirts,1196,2008,4.4,338,2025-08-16,L,Mint,Wool,40.45,Few Left,True,30 days,7 days,True,22,men tshirt
Men Shirts,1784,1963,4.0,2456,2025-08-16,M,Lavender,Wool,9.16,Few Left,True,30 days,1 days,True,420,men shirt
Women Skirts,555,1061,4.9,5997,2025-08-16,L,Mustard,Modal,47.72,Pre-Order,True,10 days,7 days,False,616,women skirt
Women Dresses,1772,7802,3.9,1692,2025-08-16,XS,Maroon,Bamboo,77.29,2-3 pieces left,True,10 days,5 days,True,201,women dress
Women Tops,365,408,3.9,5537,2025-08-16,3XL,Yellow,Bamboo,10.69,Coming Soon,True,30 days,2 days,False,292,women top
Men Tshirts,566,720,4.5,2860,2025-08-16,XL,Turquoise,Bamboo,21.48,Only 1 Left,False,30 days,7 days,True,176,men tshirt
Men Shorts,917,2547,3.6,1775,2025-08-16,XXL,Mustard,Hemp,64.0,2-3 pieces left,True,10 days,2 days,True,280,men short
Women Tops,1316,2224,3.4,3950,2025-08-16,XXL,Turquoise,Cotton Blend,40.83,Pre-Order,True,45 days,8 days,True,475,women top
Men Shorts,1510,2863,3.0,7559,2025-08-16,S,Black,Denim,47.26,In Stock,True,10 days,8 days,True,426,men short
Women Tops,920,2624,4.0,4573,2025-08-16,L,Khaki,Hemp,64.94,Pre-Order,True,30 days,1 days,True,319,women top
Men Jeans,1825,5706,4.0,5675,2025-08-16,XL,Pink,Lycra,68.02,Coming Soon,True,30 days,3 days,True,897,men jean
Women Hoodies,1038,2102,4.6,2970,2025-08-16,XL,Pink,Cotton,50.64,Only 1 Left,True,30 days,3 days,False,501,women hoodi
Men Tshirts,1235,3037,3.9,3214,2025-08-16,XS,Navy,Fleece,59.34,In Stock,True,45 days,3 days,True,195,men tshirt
Men Shirts,811,950,4.0,5582,2025-08-16,L,Grey,Jersey,14.64,Limited Stock,False,15 days,1 days,True,500,men shirt
Men Shirts,324,677,4.4,0,2025-08-16,XL,Mustard,Cotton Blend,52.16,Few Left,False,10 days,4 days,True,0,men shirt
Men Shirts,1338,2146,4.0,2998,2025-08-16,3XL,Mint,Lycra,37.68,In Stock,True,15 days,5 days,True,188,men shirt
Women Tops,2085,2652,3.9,3399,2025-08-16,S,Beige,Silk,21.4,Only 1 Left,True,45 days,6 days,True,502,women top
Men Shirts,892,3646,4.1,4724,2025-08-16,XS,White,Jersey,75.54,Limited Stock,True,15 days,7 days,True,872,men shirt
Women Skirts,2064,3108,3.8,2214,2025-08-16,3XL,Lavender,Fleece,33.61,Back in Stock,True,10 days,2 days,True,196,women skirt
Women Jeans,234,597,3.8,4975,2025-08-16,XXL,Purple,Fleece,60.85,Few Left,True,15 days,4 days,True,590,women jean
Women Tops,1231,3221,4.2,0,2025-08-16,XL,Coral,Wool,61.79,In Stock,True,10 days,6 days,True,0,women top
Women Jeans,1701,2698,4.6,1442,2025-08-16,XS,Turquoise,Fleece,36.97,Back in Stock,True,45 days,8 days,True,256,women jean
Women Dresses,739,1423,3.9,5422,2025-08-16,S,Olive,Polyester,48.09,Only 1 Left,True,10 days,7 days,True,840,women dress
Women Tops,1078,1430,3.6,8034,2025-08-16,XXL,Green,Polyester,24.62,In Stock,True,45 days,7 days,True,1468,women top
Men Shorts,1894,3116,4.0,8230,2025-08-16,S,Purple,Tencel,39.22,Few Left,True,10 days,1 days,True,1597,men short
Women Skirts,1199,4767,3.4,3637,2025-08-16,XXL,Burgundy,Fleece,74.85,Only 1 Left,True,10 days,1 days,True,416,women skirt
Men Shirts,1797,5102,4.0,2386,2025-08-16,XL,Beige,Rayon,64.78,In Stock,True,10 days,3 days,True,145,men shirt
Women Jeans,1390,1605,4.5,3719,2025-08-16,XXL,Olive,Cotton Blend,13.43,Few Left,True,45 days,5 days,True,299,women jean
Men Jeans,1938,2524,3.6,5197,2025-08-16,XS,Black,Silk,23.23,Limited Stock,True,15 days,7 days,True,502,men jean
Men Hoodies,1403,1713,3.7,547,2025-08-16,XXL,Yellow,Fleece,18.12,Back in Stock,True,15 days,3 days,True,42,men hoodi
Women Jeans,643,706,3.9,3906,2025-08-16,3XL,Burgundy,Modal,8.95,Only 1 Left,True,15 days,5 days,True,223,women jean
Men Hoodies,640,709,3.8,6040,2025-08-16,S,Burgundy,Silk,9.8,Few Left,True,10 days,1 days,True,1077,men hoodi
Women Hoodies,1054,1675,3.4,2496,2025-08-16,M,Burgundy,Fleece,37.09,2-3 pieces left,False,45 days,2 days,True,437,women hoodi
Men Shorts,673,865,4.2,7821,2025-08-16,XS,Burgundy,Silk,22.21,Limited Stock,True,45 days,3 days,True,818,men short
Men Shorts,723,2701,3.9,5719,2025-08-16,XL,Charcoal,Spandex,73.24,2-3 pieces left,True,45 days,5 days,True,785,men short
Women Tops,1527,2239,3.8,1711,2025-08-16,XS,Burgundy,Cashmere,31.8,Limited Stock,True,45 days,5 days,True,129,women top
Men Shorts,974,1309,4.3,645,2025-08-16,XXL,Charcoal,Modal,25.63,Coming Soon,True,10 days,3 days,True,115,men short
Women Dresses,608,755,4.2,1454,2025-08-16,S,Yellow,Viscose,19.49,Few Left,False,10 days,6 days,True,255,women dress
Men Hoodies,100,166,4.1,2913,2025-08-16,XL,Sage,Polyester,40.11,Pre-Order,True,10 days,4 days,True,374,men hoodi
Men Shirts,618,1268,3.7,2976,2025-08-16,XS,Beige,Fleece,51.28,Pre-Order,True,30 days,6 days,True,220,men shirt
Women Hoodies,1225,4178,3.8,6169,2025-08-16,M,Green,Fleece,70.68,Coming Soon,False,15 days,8 days,True,378,women hoodi
Men Jeans,405,619,3.9,5507,2025-08-16,3XL,Charcoal,Jersey,34.65,Pre-Order,True,15 days,1 days,True,294,men jean
Women Jeans,152,176,4.4,3391,2025-08-16,XXL,Burgundy,Cashmere,13.99,Limited Stock,True,15 days,2 days,True,632,women jean
Men Shirts,1002,1135,3.8,6423,2025-08-16,XL,Pink,Rayon,11.74,In Stock,True,10 days,3 days,True,410,men shirt
Women Jeans,1436,1973,3.5,3434,2025-08-16,M,Turquoise,Spandex,27.25,Limited Stock,True,15 days,7 days,True,610,women jean
Men Shirts,1455,2421,4.3,1606,2025-08-16,M,Mustard,Silk,39.92,Pre-Order,True,30 days,1 days,True,166,men shirt
Women Skirts,1111,3798,4.1,5468,2025-08-16,M,Sage,Hemp,70.75,Coming Soon,True,45 days,8 days,True,393,women skirt
Women Tops,1518,4022,4.4,4373,2025-08-16,XXL,Cream,Spandex,62.26,2-3 pieces left,True,15 days,4 days,True,219,women top
Men Tshirts,645,1279,3.6,2202,2025-08-16,L,Burgundy,Denim,49.57,Few Left,True,30 days,2 days,True,243,men tshirt
Women Hoodies,1268,3752,4.1,1450,2025-08-16,XXL,Red,Lycra,66.21,2-3 pieces left,True,45 days,6 days,True,223,women hoodi
Women Hoodies,615,1123,3.7,2450,2025-08-16,M,Teal,Rayon,45.26,Pre-Order,True,15 days,3 days,True,194,women hoodi
Women Tops,1445,2807,3.0,2177,2025-08-16,XS,Mustard,Linen,48.53,Pre-Order,True,45 days,7 days,True,167,women top
Women Hoodies,980,1762,4.2,2987,2025-08-16,XL,Turquoise,Cashmere,44.4,Pre-Order,True,30 days,3 days,True,233,women hoodi
Men Tshirts,1604,7562,4.2,692,2025-08-16,M,Sage,Lycra,78.79,Limited Stock,True,45 days,4 days,True,97,men tshirt
Men Jeans,1848,2340,3.9,0,2025-08-16,3XL,Pink,Jersey,21.05,Few Left,True,45 days,3 days,True,0,men jean
Men Shorts,866,1406,4.5,4379,2025-08-16,XL,Purple,Cotton,38.43,Only 1 Left,True,30 days,7 days,True,735,men short
Men Tshirts,1911,2728,3.7,0,2025-08-16,M,Mustard,Denim,29.95,Few Left,True,30 days,2 days,True,0,men tshirt
